0 0 113.77
0 5 153.91485
0 6 -16.0
0 14 1.0
0 29 -128.0764
0 41 143.0
0 44 112.0
0 45 139.7967
0 46 111.6366
0 47 70.0
0 48 147.79047
0 53 27.83
0 56 104.175
0 60 58.23
0 68 64.5721
0 72 159.0
0 73 80.78
0 74 195.5606
0 87 33.08166
0 91 158.8981
0 95 146.53
0 105 106.56158
0 107 303.0
0 109 -29.0
0 110 -14.55
0 113 -35.0
0 120 95.8
0 126 82.6
0 128 53.0
0 137 111.573
0 138 -18.6
0 148 174.2
0 153 190.187
0 154 146.5
0 158 82.97
0 164 -2.1
0 169 157.0
0 179 153.0
0 184 267.22
0 185 119.60074
0 196 93.478
0 198 110.0
0 201 118.35771
0 207 142.1
0 210 46.44121
0 214 196.0
0 217 89.4232
0 218 258.13922
0 219 155.0
0 228 123.4915
0 230 44.47099
0 236 51.8
0 239 82.703
0 240 174.65
1 4 -35.771
1 6 212.0
1 7 401.57118
1 16 64.63
1 19 176.8
1 35 -43.92
1 43 230.51
1 46 20.729
1 50 3.0
1 52 54.0
1 56 20.5
1 57 180.0
1 58 211.83
1 59 48.0
1 64 45.0759
1 72 220.8
1 74 131.5063
1 76 -68.6
1 83 7.833
1 87 216.16
1 88 60.456
1 92 111.859
1 93 230.86511
1 94 -86.0
1 101 78.0
1 102 168.0
1 111 124.0
1 112 213.3
1 113 -72.54
1 116 -59.2776
1 120 -49.6
1 122 23.95573
1 123 161.0
1 132 46.63
1 136 59.0
1 138 89.057
1 141 10.051
1 146 110.35725
1 150 34.0
1 151 124.4
1 155 27.095
1 167 233.0
1 176 185.6
1 177 75.7155
1 191 -66.0
1 196 78.4948
1 198 -36.85
1 199 125.446
1 203 111.03807
1 210 -53.8422
1 212 144.551
1 214 107.27
1 218 57.79
1 219 -34.9
1 234 20.0
1 238 30.3101
1 242 274.79113
1 243 25.037
1 245 151.5
1 249 140.7286
2 1 -96.1
2 2 152.934
2 3 172.8
2 7 -64.0
2 11 190.1921
2 15 66.23732
2 25 160.0
2 28 144.0
2 29 79.293
2 37 112.3569
2 39 19.0
2 41 105.0
2 53 20.9
2 55 119.37
2 56 103.0
2 62 153.8877
2 64 153.2217
2 75 125.0
2 79 163.13
2 84 179.7
2 87 49.2977
2 88 49.7
2 89 133.563
2 91 6.31
2 95 22.60118
2 98 185.7367
2 99 197.0
2 100 167.34428
2 109 -61.307
2 110 257.635
2 123 63.9
2 129 232.0
2 130 -29.9647
2 132 179.24744
2 138 305.00744
2 139 95.539
2 143 17.43416
2 150 195.58
2 154 30.67543
2 163 161.751
2 165 226.0
2 169 -1.0
2 172 -176.16
2 175 66.0
2 177 137.60982
2 178 -29.0
2 179 141.0
2 181 13.134
2 182 216.67881
2 189 119.98
2 200 249.857
2 211 153.83
2 214 14.03462
2 215 38.0
2 216 20.0
2 217 130.56
2 218 -2.787
2 219 358.47741
2 221 186.7
2 225 178.0
2 234 -80.7
2 237 248.8959
2 244 214.978
2 245 85.0
3 1 62.72
3 4 136.29
3 12 20.2257
3 13 185.92
3 14 160.7
3 23 189.19803
3 24 121.34
3 25 42.11
3 30 157.0
3 31 131.37
3 39 77.05
3 41 279.1064
3 43 21.5993
3 44 65.4
3 47 -60.0
3 48 69.585
3 52 258.3
3 53 169.57
3 54 109.9
3 58 136.2
3 59 68.7025
3 64 20.6
3 69 -107.24972
3 76 264.5
3 82 219.45
3 84 308.9
3 85 261.455
3 93 145.0
3 94 97.6
3 95 13.5
3 104 143.72
3 105 247.3
3 107 83.0
3 112 238.0
3 115 160.689
3 119 181.81173
3 120 -55.339
3 121 193.2
3 130 70.3017
3 132 -46.595
3 136 180.99
3 139 102.0
3 145 75.0
3 151 53.82
3 154 86.44866
3 158 103.9
3 159 151.268
3 166 68.17
3 168 183.62
3 182 45.537
3 187 -92.55
3 189 92.171
3 190 -76.0
3 191 85.58132
3 193 200.41
3 198 207.0
3 207 69.7
3 209 31.15
3 210 -121.6
3 217 27.9
3 227 29.5
3 229 181.9822
3 230 212.0
3 234 76.8261
3 235 148.0
3 236 38.2
3 237 161.2229
3 238 109.599
3 244 136.29775
3 248 233.71
4 1 43.6359
4 2 336.86
4 3 167.0
4 5 147.0003
4 6 133.03
4 7 125.9029
4 8 67.2247
4 13 102.3
4 19 126.25
4 20 -52.8197
4 21 62.41
4 30 149.71
4 34 4.13
4 36 57.91778
4 37 247.241
4 40 86.918
4 42 240.882
4 43 -15.6163
4 48 160.1607
4 49 8.87
4 55 -174.7507
4 57 91.45
4 59 -119.5
4 70 73.8
4 74 195.1
4 78 166.0984
4 83 149.2252
4 94 116.3876
4 106 28.406
4 108 92.4574
4 110 21.4
4 114 31.356
4 116 183.8991
4 120 103.4438
4 124 127.52341
4 128 119.9
4 138 -37.95
4 141 -69.26
4 144 -33.3562
4 154 116.8
4 157 5.304
4 166 83.1394
4 167 119.0
4 168 85.0
4 170 -117.167
4 171 108.97
4 172 180.5
4 184 233.12
4 185 313.052
4 188 -83.0
4 190 165.8214
4 192 -63.1829
4 196 112.0
4 197 239.821
4 206 104.69525
4 212 134.73
4 215 45.7694
4 218 7.59174
4 222 132.953
4 223 102.47
4 224 24.7932
4 227 200.7
4 231 102.4828
4 236 -35.115
4 240 117.43302
4 242 54.19
4 244 23.58
5 0 -1.04
5 8 134.3513
5 9 207.29631
5 15 80.05
5 19 -88.0
5 21 -51.3863
5 26 83.3
5 28 46.687
5 29 8.324
5 30 140.832
5 35 108.909
5 37 125.387
5 42 -72.58075
5 47 356.74
5 51 107.6
5 52 44.0
5 54 110.7
5 59 13.766
5 60 51.0
5 61 2.06413
5 67 54.94
5 74 -79.1221
5 78 166.5413
5 82 106.2
5 86 142.4
5 89 118.7
5 92 -3.0
5 94 77.63659
5 100 0.81
5 105 44.0557
5 108 371.8
5 114 268.77955
5 116 -94.18
5 120 95.955
5 121 -38.348
5 125 88.147
5 131 212.14231
5 132 -34.19
5 140 105.007
5 141 211.4
5 146 -61.5
5 150 54.32905
5 159 68.09
5 162 202.574
5 167 63.6
5 169 53.697
5 172 40.514
5 176 55.059
5 182 62.0
5 183 230.7
5 188 104.94992
5 193 247.02
5 195 92.31
5 204 -39.9
5 209 -37.05527
5 214 113.0
5 223 120.34
5 225 -78.0
5 229 108.92
5 230 91.7
5 231 198.93776
5 233 26.2
5 236 116.24
5 242 121.0
5 244 105.62799
5 247 69.85584
6 0 155.2
6 10 3.24057
6 12 284.8
6 16 175.4
6 17 154.0
6 25 126.9
6 31 164.22
6 36 123.714
6 42 128.0
6 43 269.32202
6 46 126.81
6 55 166.68
6 66 -29.1
6 70 129.691
6 96 102.0
6 101 54.96
6 103 -25.0
6 109 10.49
6 111 -20.7
6 113 76.5755
6 116 134.697
6 119 2.768
6 120 89.0
6 136 160.0
6 139 49.796
6 144 -165.65
6 146 -53.0
6 147 14.71466
6 151 -39.2764
6 153 245.63771
6 156 84.544
6 166 28.68
6 168 75.5737
6 169 -43.0
6 174 103.949
6 179 -225.4411
6 180 19.8703
6 185 73.0
6 188 142.0
6 189 217.0
6 190 171.5
6 191 144.05608
6 192 85.89467
6 195 221.914
6 202 48.72596
6 211 -145.29
6 213 69.8
6 221 201.23
6 229 141.7915
6 231 163.711
6 235 56.6
6 237 81.0
6 240 88.61335
6 242 144.4
7 0 22.628
7 4 -3.98
7 5 142.53035
7 10 -26.5
7 14 53.719
7 18 251.409
7 25 74.7
7 32 223.3
7 33 91.0
7 43 72.918
7 44 35.406
7 48 20.78
7 58 79.444
7 63 116.0
7 69 197.01
7 72 75.0
7 73 226.2263
7 74 116.8
7 76 160.2
7 81 174.53853
7 86 -3.2
7 89 -21.0
7 95 -32.0
7 97 138.4397
7 107 72.0
7 111 60.43
7 116 96.0
7 117 129.146
7 126 115.34901
7 128 82.6
7 132 111.7092
7 141 -25.0
7 152 96.34
7 153 109.8
7 155 137.7
7 157 202.4
7 159 47.4
7 163 345.55
7 172 233.0
7 174 -76.44
7 181 147.0
7 183 102.5398
7 191 66.29
7 194 155.0
7 196 36.0
7 199 -19.9
7 202 120.72
7 203 190.2625
7 206 147.7356
7 207 -173.1
7 209 302.3
7 214 298.86
7 220 17.0
7 222 111.242
7 224 204.0354
7 231 117.0
7 233 250.1
7 234 51.2
7 240 14.4994
7 244 -13.077
7 248 163.0
8 0 197.05
8 1 146.29
8 5 167.0
8 6 56.7
8 18 219.26416
8 23 231.85
8 35 99.39
8 37 162.53909
8 39 160.49607
8 46 53.2
8 52 37.3487
8 58 52.59
8 64 126.367
8 69 48.2044
8 81 244.6
8 84 -24.44
8 89 241.0
8 92 47.7184
8 93 -24.57702
8 101 279.37907
8 102 164.2
8 104 146.13135
8 111 39.31344
8 117 101.65053
8 119 125.0
8 120 -28.76748
8 123 -53.22081
8 126 53.0
8 127 411.5
8 128 230.90301
8 135 126.2
8 137 -10.5
8 146 327.1
8 160 152.5
8 162 155.82
8 171 52.51
8 178 -47.2
8 179 -2.4955
